video_name,policy_name,bandwidth_mbps,round_trip_time_ms,loss_rate,repeat_index,frame_count,late_frame_count,late_frame_ratio,late_frame_fraction,late_frames_per_1000,dropped_frame_count,mean_deadline_miss_ms_on_late,max_deadline_miss_ms,useful_goodput_bytes,keyframe_late_ratio,decodable_gop_ratio,sent_bytes,on_time_bytes,late_bytes,dropped_bytes,wasted_late_bytes_ratio,on_time_goodput_ratio,dropped_keyframe_count,reliable_single_count,unreliable_count,drop_count,reliable_single_late_count,unreliable_late_count
echo_mediaelement,deadline_feasible_frame_action,10.0,10.0,3.0,1,1338,179,0.13378176382660686,179/1338,133.78176382660686,0,211.7933899999989,211.7933899999989,3898556.0,0.07142857142857142,0.9285714285714286,4560751.0,3898556.0,662195.0,0.0,0.14519428927384986,0.8548057107261502,0,14,1324,0,1,178
