event_idx,frame_type,key_frame,gop_id,payload_bytes,event_time_ms,display_deadline_ms,baseline_on_time,baseline_qoe,drop_qoe,delta_qoe,label_mode,delta_qoe_norm
186,B,0,0,1008,6200.0,6283.333,True,0.35586666666666666,0.35477011895758154,0.0010965477090851272,delta_qoe_proxy_v1,0.0036441111085432558
187,B,0,0,1260,6233.333,6316.6669999999995,True,0.35586666666666666,0.3547543153636436,0.0011123513030230625,delta_qoe_proxy_v1,0.003696630530860216
188,B,0,0,949,6266.667,6350.0,True,0.35586666666666666,0.3547738190053686,0.0010928476612980798,delta_qoe_proxy_v1,0.0036318148945881238
189,B,0,0,784,6300.0,6383.333,True,0.35586666666666666,0.3547841665966375,0.001082500070029191,delta_qoe_proxy_v1,0.0035974271775948675
190,P,0,0,12324,6333.333,6416.6669999999995,True,0.35586666666666666,0.3540604623345587,0.0018062043321079857,delta_qoe_proxy_v1,0.006002483263063101
191,B,0,0,879,6366.667,6450.0,True,0.35586666666666666,0.35477820889257355,0.00108845777409311,delta_qoe_proxy_v1,0.0036172261661667872
192,B,0,0,1044,6400.0,6483.333,True,0.35586666666666666,0.35476786130130467,0.001098805365361999,delta_qoe_proxy_v1,0.0036516138831600435
193,B,0,0,877,6433.333,6516.6669999999995,True,0.35586666666666666,0.3547783343179223,0.0010883323487443919,delta_qoe_proxy_v1,0.003616809345354733
194,B,0,0,782,6466.667,6550.0,True,0.35586666666666666,0.3547842920219862,0.0010823746446804727,delta_qoe_proxy_v1,0.0035970103567828137
195,P,0,0,10434,6500.0,6583.333,True,0.35586666666666666,0.35417898928909325,0.0016876773775734155,delta_qoe_proxy_v1,0.005608587595685717
196,B,0,0,873,6533.333,6616.6669999999995,True,0.35586666666666666,0.3547785851686197,0.0010880814980469555,delta_qoe_proxy_v1,0.003615975703730625
197,B,0,0,1002,6566.667,6650.0,True,0.35586666666666666,0.3547704952336277,0.0010961714330389727,delta_qoe_proxy_v1,0.003642860646107094
198,B,0,0,1312,6600.0,6683.333,True,0.35586666666666666,0.35475105430457704,0.0011156123620896241,delta_qoe_proxy_v1,0.0037074678719732513
199,B,0,0,939,6633.333,6716.6669999999995,True,0.35586666666666666,0.3547744461321122,0.0010922205345544889,delta_qoe_proxy_v1,0.003629730790527854
200,B,0,0,801,6666.667,6750.0,True,0.35586666666666666,0.3547831004811734,0.0010835661854932677,delta_qoe_proxy_v1,0.0036009701544972342
201,P,0,0,12573,6700.0,6783.333,True,0.35586666666666666,0.35404484687864385,0.001821819788022816,delta_qoe_proxy_v1,0.006054377454161888
202,B,0,0,972,6733.333,6816.6669999999995,True,0.35586666666666666,0.35477237661385835,0.001094290052808311,delta_qoe_proxy_v1,0.0036366083339266528
203,B,0,0,1030,6766.667,6850.0,True,0.35586666666666666,0.3547687392787457,0.0010979273879209717,delta_qoe_proxy_v1,0.0036486961374756653
204,B,0,0,1632,6800.0,6883.333,True,0.35586666666666666,0.3547309862487828,0.0011356804178838664,delta_qoe_proxy_v1,0.0037741592018996784
205,B,0,0,980,6833.333,6916.6669999999995,True,0.35586666666666666,0.35477187491246354,0.0010947917542031282,delta_qoe_proxy_v1,0.0036382756171746845
206,B,0,0,851,6866.667,6950.0,True,0.35586666666666666,0.35477996484745555,0.001086701819211111,delta_qoe_proxy_v1,0.0036113906747982155
207,P,0,0,11872,6900.0,6983.333,True,0.35586666666666666,0.35408880846336804,0.0017778582032986212,delta_qoe_proxy_v1,0.005908281759542032
208,B,0,0,993,6933.333,7016.6669999999995,True,0.35586666666666666,0.3547710596476969,0.0010956070189697686,delta_qoe_proxy_v1,0.0036409849524529432
209,B,0,0,1016,6966.667,7050.0,True,0.35586666666666666,0.35476961725618666,0.00109704941048,delta_qoe_proxy_v1,0.003645778391791472
210,B,0,0,1303,7000.0,7083.333,True,0.35586666666666666,0.35475161871864624,0.00111504794802042,delta_qoe_proxy_v1,0.0037055921783191005
211,B,0,0,963,7033.333,7116.6669999999995,True,0.35586666666666666,0.35477294102792756,0.001093725638739107,delta_qoe_proxy_v1,0.003634732640272502
212,B,0,0,763,7066.667,7150.0,True,0.35586666666666666,0.354785483562799,0.0010811831038676778,delta_qoe_proxy_v1,0.0035930505590683927
213,P,0,0,14745,7100.0,7183.333,True,0.35586666666666666,0.3539086349499406,0.0019580317167260386,delta_qoe_proxy_v1,0.006507044856036859
214,B,0,0,867,7133.333,7216.6669999999995,True,0.35586666666666666,0.35477896144466586,0.001087705222000801,delta_qoe_proxy_v1,0.003614725241294463
215,B,0,0,1017,7166.667,7250.0,True,0.35586666666666666,0.35476955454351233,0.0010971121231543313,delta_qoe_proxy_v1,0.0036459868021974065
216,B,0,0,1579,7200.0,7283.333,True,0.35586666666666666,0.35473431002052375,0.001132356646142918,delta_qoe_proxy_v1,0.003763113450380524
217,B,0,0,972,7233.333,7316.6669999999995,True,0.35586666666666666,0.35477237661385835,0.001094290052808311,delta_qoe_proxy_v1,0.0036366083339266528
218,B,0,0,808,7266.667,7350.0,True,0.35586666666666666,0.3547826614924529,0.0010840051742137535,delta_qoe_proxy_v1,0.003602429027339331
219,P,0,0,12766,7300.0,7383.333,True,0.35586666666666666,0.35403274333249296,0.0018339233341737038,delta_qoe_proxy_v1,0.006094600662523716
220,B,0,0,789,7333.333,7416.6669999999995,True,0.35586666666666666,0.3547838530332657,0.0010828136334009586,delta_qoe_proxy_v1,0.00359846922962491
221,B,0,0,969,7366.667,7450.0,True,0.35586666666666666,0.35477256475188146,0.001094101914785206,delta_qoe_proxy_v1,0.0036359831027084795
222,B,0,0,1268,7400.0,7483.333,True,0.35586666666666666,0.35475381366224873,0.0011128530044179352,delta_qoe_proxy_v1,0.003698297814108432
223,B,0,0,991,7433.333,7516.6669999999995,True,0.35586666666666666,0.3547711850730456,0.0010954815936210505,delta_qoe_proxy_v1,0.003640568131640889
224,B,0,0,777,7466.667,7550.0,True,0.35586666666666666,0.35478460558535796,0.001082061081308705,delta_qoe_proxy_v1,0.0035959683047527705
225,P,0,0,10885,7500.0,7583.333,True,0.35586666666666666,0.35415070587295827,0.0017159607937083932,delta_qoe_proxy_v1,0.005702580688800666
226,B,0,0,1023,7533.333,7616.6669999999995,True,0.35586666666666666,0.3547691782674662,0.0010974883992004858,delta_qoe_proxy_v1,0.0036472372646335688
227,B,0,0,1066,7566.667,7650.0,True,0.35586666666666666,0.3547664816224688,0.0011001850441978434,delta_qoe_proxy_v1,0.003656198912092453
228,B,0,0,1318,7600.0,7683.333,True,0.35586666666666666,0.3547506780285309,0.0011159886381357786,delta_qoe_proxy_v1,0.003708718334409413
229,B,0,0,962,7633.333,7716.6669999999995,True,0.35586666666666666,0.35477300374060194,0.0010936629260647202,delta_qoe_proxy_v1,0.0036345242298663825
230,B,0,0,772,7666.667,7750.0,True,0.35586666666666666,0.3547849191487298,0.0010817475179368818,delta_qoe_proxy_v1,0.0035949262527225434
231,P,0,0,13801,7700.0,7783.333,True,0.35586666666666666,0.35396783571453355,0.0018988309521331126,delta_qoe_proxy_v1,0.006310305432754193
232,B,0,0,835,7733.333,7816.6669999999995,True,0.35586666666666666,0.3547809682502453,0.0010856984164213657,delta_qoe_proxy_v1,0.0036080561083017835
233,B,0,0,1014,7766.667,7850.0,True,0.35586666666666666,0.3547697426815354,0.0010969239851312818,delta_qoe_proxy_v1,0.003645361570979418
234,B,0,0,1360,7800.0,7883.333,True,0.35586666666666666,0.35474804409620786,0.0011186225704588049,delta_qoe_proxy_v1,0.0037174715714623626
235,B,0,0,981,7833.333,7916.6669999999995,True,0.35586666666666666,0.35477181219978915,0.001094854466877515,delta_qoe_proxy_v1,0.0036384840275808035
236,B,0,0,771,7866.667,7950.0,True,0.35586666666666666,0.3547849818614041,0.0010816848052625505,delta_qoe_proxy_v1,0.0035947178423166087
237,P,0,0,12798,7900.0,7983.333,True,0.35586666666666666,0.3540307365269135,0.0018359301397531391,delta_qoe_proxy_v1,0.006101269795516396
238,B,0,0,884,7933.333,8016.6669999999995,True,0.35586666666666666,0.3547778953292018,0.0010887713374648778,delta_qoe_proxy_v1,0.00361826821819683
239,B,0,0,1098,7966.667,8050.0,True,0.35586666666666666,0.3547644748168894,0.0011021918497772787,delta_qoe_proxy_v1,0.003662868045085133
240,B,0,0,1340,8000.0,8083.333,True,0.35586666666666666,0.35474929834969504,0.001117368316971623,delta_qoe_proxy_v1,0.0037133033633418226
241,B,0,0,984,8033.333,8116.6669999999995,True,0.35586666666666666,0.3547716240617661,0.0010950426049005646,delta_qoe_proxy_v1,0.0036391092587987925
242,B,0,0,837,8066.667,8150.0,True,0.35586666666666666,0.3547808428248965,0.0010858238417701394,delta_qoe_proxy_v1,0.003608472929114022
243,P,0,0,12053,8100.0,8183.333,True,0.35586666666666666,0.3540774574693094,0.0017892091973572555,delta_qoe_proxy_v1,0.005946004043031721
244,B,0,0,927,8133.333,8216.667,True,0.35586666666666666,0.35477519868420443,0.0010914679824622353,delta_qoe_proxy_v1,0.0036272298656557143
245,B,0,0,1071,8166.667,8250.0,True,0.35586666666666666,0.35476616805909705,0.001100498607569611,delta_qoe_proxy_v1,0.003657240964122496
246,B,0,0,1259,8200.0,8283.333,True,0.35586666666666666,0.35475437807631793,0.0011122885903487312,delta_qoe_proxy_v1,0.003696422120454281
247,B,0,0,970,8233.333,8316.667000000001,True,0.35586666666666666,0.35477250203920707,0.0010941646274595929,delta_qoe_proxy_v1,0.0036361915131145985
248,B,0,0,774,8266.667,8350.0,True,0.35586666666666666,0.354784793723381,0.0010818729432856555,delta_qoe_proxy_v1,0.003595343073534782
249,P,0,0,12680,8300.0,8383.333,True,0.35586666666666666,0.3540381366224876,0.0018285300441790442,delta_qoe_proxy_v1,0.006076677367606132
250,I,1,1,89287,8333.333,8416.667000000001,False,0.35586666666666666,0.3009095157703562,0.05495715089631048,delta_qoe_proxy_v1,0.1826367994897572
251,B,0,1,552,8366.667,8450.0,False,0.35586666666666666,0.35586666666666666,0.0,delta_qoe_proxy_v1,0.0
252,B,0,1,742,8400.0,8483.333,False,0.35586666666666666,0.35586666666666666,0.0,delta_qoe_proxy_v1,0.0
253,B,0,1,868,8433.333,8516.667000000001,True,0.35586666666666666,0.3547788987319915,0.0010877679346751878,delta_qoe_proxy_v1,0.0036149336517005822
254,B,0,1,883,8466.667,8550.0,True,0.35586666666666666,0.3547779580418761,0.0010887086247905464,delta_qoe_proxy_v1,0.0036180598077908952
255,B,0,1,695,8500.0,8583.333,True,0.35586666666666666,0.35478974802465524,0.0010769186420114263,delta_qoe_proxy_v1,0.00357887865145911
256,P,0,1,2452,8533.333,8616.667000000001,True,0.35586666666666666,0.3546795618558101,0.001187104810856543,delta_qoe_proxy_v1,0.003945055734835918
257,B,0,1,784,8566.667,8650.0,True,0.35586666666666666,0.3547841665966375,0.001082500070029191,delta_qoe_proxy_v1,0.0035974271775948675
258,B,0,1,1131,8600.0,8683.333,True,0.35586666666666666,0.3547624052986356,0.0011042613680310454,delta_qoe_proxy_v1,0.0036697455884837473
259,B,0,1,797,8633.333,8716.667000000001,True,0.35586666666666666,0.35478335133187083,0.0010833153347958313,delta_qoe_proxy_v1,0.0036001365128731262
260,B,0,1,644,8666.667,8750.0,True,0.35586666666666666,0.3547929463710474,0.0010737202956192515,delta_qoe_proxy_v1,0.003568249720752194
261,P,0,1,8300,8700.0,8783.333,True,0.35586666666666666,0.35431281813617094,0.0015538485304957272,delta_qoe_proxy_v1,0.005163839789239403
262,B,0,1,678,8733.333,8816.667000000001,True,0.35586666666666666,0.3547908141401193,0.0010758525265473495,delta_qoe_proxy_v1,0.003575335674556743
263,B,0,1,892,8766.667,8850.0,True,0.35586666666666666,0.3547773936278069,0.0010892730388597505,delta_qoe_proxy_v1,0.003619935501445046
264,B,0,1,863,8800.0,8883.333,True,0.35586666666666666,0.35477921229536324,0.0010874543713034202,delta_qoe_proxy_v1,0.0036138915996705395
265,B,0,1,756,8833.333,8916.667000000001,True,0.35586666666666666,0.3547859225515195,0.001080744115147192,delta_qoe_proxy_v1,0.0035915916862262957
266,B,0,1,547,8866.667,8950.0,True,0.35586666666666666,0.35479902950046005,0.0010676371662066142,delta_qoe_proxy_v1,0.0035480339113682204
267,P,0,1,9435,8900.0,8983.333,True,0.35586666666666666,0.3542416392507758,0.0016250274158908784,delta_qoe_proxy_v1,0.005400385600072027
268,B,0,1,713,8933.333,9016.667000000001,True,0.35586666666666666,0.35478861919651683,0.0010780474701498344,delta_qoe_proxy_v1,0.0035826300387674114
269,B,0,1,912,8966.667,9050.0,True,0.35586666666666666,0.3547761393743198,0.0010905272923468767,delta_qoe_proxy_v1,0.0036241037095654017
270,B,0,1,1076,9000.0,9083.333,True,0.35586666666666666,0.3547658544957253,0.0011008121709413787,delta_qoe_proxy_v1,0.0036582830161525385
271,B,0,1,860,9033.333,9116.667000000001,True,0.35586666666666666,0.35477940043338635,0.0010872662332803151,delta_qoe_proxy_v1,0.0036132663684523662
272,B,0,1,592,9066.667,9150.0,True,0.35586666666666666,0.354796207430114,0.00107045923655269,delta_qoe_proxy_v1,0.0035574123796391585
273,P,0,1,13089,9100.0,9183.333,True,0.35586666666666666,0.35401248713867567,0.0018541795279909956,delta_qoe_proxy_v1,0.006161917223668132
274,B,0,1,568,9133.333,9216.667000000001,True,0.35586666666666666,0.3547977125342986,0.0010689541323680718,delta_qoe_proxy_v1,0.0035524105298945104
275,B,0,1,909,9166.667,9250.0,True,0.35586666666666666,0.35477632751234284,0.0010903391543238272,delta_qoe_proxy_v1,0.0036234784783474128
276,B,0,1,1123,9200.0,9283.333,True,0.35586666666666666,0.3547629070000305,0.0011037596666361726,delta_qoe_proxy_v1,0.0036680783052355313
277,B,0,1,922,9233.333,9316.667000000001,True,0.35586666666666666,0.3547755122475762,0.0010911544190904676,delta_qoe_proxy_v1,0.0036261878136256715
278,B,0,1,674,9266.667,9350.0,True,0.35586666666666666,0.35479106499081675,0.0010756016758499132,delta_qoe_proxy_v1,0.003574502032932635
279,P,0,1,8299,9300.0,9383.333,True,0.35586666666666666,0.35431288084884527,0.001553785817821396,delta_qoe_proxy_v1,0.005163631378833468
280,B,0,1,827,9333.333,9416.667000000001,True,0.35586666666666666,0.3547814699516401,0.0010851967150265485,delta_qoe_proxy_v1,0.0036063888250537517
281,B,0,1,1033,9366.667,9450.0,True,0.35586666666666666,0.3547685511407226,0.0010981155259440767,delta_qoe_proxy_v1,0.0036493213686938386
282,B,0,1,1220,9400.0,9483.333,True,0.35586666666666666,0.35475682387061785,0.00110984279604881,delta_qoe_proxy_v1,0.003688294114619505
283,B,0,1,963,9433.333,9516.667000000001,True,0.35586666666666666,0.35477294102792756,0.001093725638739107,delta_qoe_proxy_v1,0.003634732640272502
284,B,0,1,742,9466.667,9550.0,True,0.35586666666666666,0.35478680052896044,0.0010798661377062202,delta_qoe_proxy_v1,0.0035886739405421022
285,P,0,1,10030,9500.0,9583.333,True,0.35586666666666666,0.3542043252095335,0.0016623414571331763,delta_qoe_proxy_v1,0.0055243897916535745
286,B,0,1,681,9533.333,9616.667000000001,True,0.35586666666666666,0.3547906260020962,0.0010760406645704546,delta_qoe_proxy_v1,0.0035759609057749164
287,B,0,1,1027,9566.667,9650.0,True,0.35586666666666666,0.35476892741676874,0.0010977392498979222,delta_qoe_proxy_v1,0.0036480709062576768
288,B,0,1,1369,9600.0,9683.333,True,0.35586666666666666,0.3547474796821387,0.0011191869845279534,delta_qoe_proxy_v1,0.003719347265116329
289,B,0,1,930,9633.333,9716.667000000001,True,0.35586666666666666,0.3547750105461814,0.0010916561204852848,delta_qoe_proxy_v1,0.003627855096873703
290,B,0,1,876,9666.667,9750.0,True,0.35586666666666666,0.35477839703059666,0.001088269636070005,delta_qoe_proxy_v1,0.003616600934948614
291,P,0,1,7476,9700.0,9783.333,True,0.35586666666666666,0.354364493379841,0.0015021732868256699,delta_qoe_proxy_v1,0.0049921096146792404
292,B,0,1,902,9733.333,9816.667000000001,True,0.35586666666666666,0.3547767665010634,0.0010899001656032858,delta_qoe_proxy_v1,0.0036220196055051315
293,B,0,1,1010,9766.667,9850.0,True,0.35586666666666666,0.3547699935322328,0.0010966731344338454,delta_qoe_proxy_v1,0.00364452792935531
294,B,0,1,903,9800.0,9883.333,True,0.35586666666666666,0.354776703788389,0.0010899628782776727,delta_qoe_proxy_v1,0.0036222280159112505
295,P,0,1,5855,9833.333,9916.667000000001,True,0.35586666666666666,0.35446615062497355,0.0014005160416931117,delta_qoe_proxy_v1,0.004654276346521182
296,B,0,1,979,9866.667,9950.0,True,0.35586666666666666,0.35477193762513787,0.001094729041528797,delta_qoe_proxy_v1,0.0036380672067687497
297,B,0,1,1282,9900.0,9983.333,True,0.35586666666666666,0.3547529356848077,0.0011137309818589625,delta_qoe_proxy_v1,0.00370121555979281
298,B,0,1,1104,9933.333,10016.667000000001,True,0.35586666666666666,0.35476409854084323,0.0011025681258234332,delta_qoe_proxy_v1,0.0036641185075212946
299,P,0,1,3230,9966.667,10050.0,True,0.35586666666666666,0.35463077139516047,0.0012358952715061933,delta_qoe_proxy_v1,0.004107199030719207
