event_idx,frame_type,key_frame,gop_id,payload_bytes,event_time_ms,display_deadline_ms,baseline_on_time,baseline_qoe,drop_qoe,delta_qoe,label_mode,delta_qoe_norm
44,B,0,0,1152,1466.667,1550.0,True,0.35586666666666666,0.3547610883324741,0.0011055783341925585,delta_qoe_proxy_v1,0.003674122207010222
45,B,0,0,867,1500.0,1583.333,True,0.35586666666666666,0.35477896144466586,0.001087705222000801,delta_qoe_proxy_v1,0.003614725241294463
46,B,0,0,626,1533.333,1616.6670000000001,True,0.35586666666666666,0.3547940751991859,0.001072591467480788,delta_qoe_proxy_v1,0.0035644983334437077
47,P,0,0,12182,1566.667,1650.0,True,0.35586666666666666,0.3540693675343174,0.0017972991323492726,delta_qoe_proxy_v1,0.005972888985408189
48,B,0,0,921,1600.0,1683.333,True,0.35586666666666666,0.3547755749602506,0.0010910917064160808,delta_qoe_proxy_v1,0.0036259794032195525
49,B,0,0,1011,1633.333,1716.6670000000001,True,0.35586666666666666,0.35476993081955843,0.0010967358471082322,delta_qoe_proxy_v1,0.003644736339761429
50,B,0,0,896,1666.667,1750.0,True,0.35586666666666666,0.3547771427771095,0.0010895238895571868,delta_qoe_proxy_v1,0.003620769143069154
51,B,0,0,700,1700.0,1783.333,True,0.35586666666666666,0.35478943446128347,0.001077232205383194,delta_qoe_proxy_v1,0.0035799207034891527
52,P,0,0,12442,1733.333,1816.6670000000001,True,0.35586666666666666,0.3540530622389846,0.0018136044276820806,delta_qoe_proxy_v1,0.006027075690973365
53,B,0,0,844,1766.667,1850.0,True,0.35586666666666666,0.35478040383617604,0.0010862628304906252,delta_qoe_proxy_v1,0.0036099318019561185
54,B,0,0,998,1800.0,1883.333,True,0.35586666666666666,0.3547707460843251,0.0010959205823415918,delta_qoe_proxy_v1,0.0036420270044831703
55,B,0,0,1201,1833.333,1916.6670000000001,True,0.35586666666666666,0.35475801541143065,0.001108651255236015,delta_qoe_proxy_v1,0.003684334316905084
56,B,0,0,893,1866.667,1950.0,True,0.35586666666666666,0.3547773309151326,0.0010893357515340818,delta_qoe_proxy_v1,0.0036201439118509807
57,B,0,0,743,1900.0,1983.333,True,0.35586666666666666,0.3547867378162861,0.0010799288503805515,delta_qoe_proxy_v1,0.003588882350948037
58,P,0,0,13585,1933.333,2016.6670000000001,True,0.35586666666666666,0.3539813816521946,0.001885285014472049,delta_qoe_proxy_v1,0.006265288785054021
59,B,0,0,844,1966.667,2050.0,True,0.35586666666666666,0.35478040383617604,0.0010862628304906252,delta_qoe_proxy_v1,0.0036099318019561185
60,B,0,0,957,2000.0,2083.333,True,0.35586666666666666,0.3547733173039737,0.0010933493626929525,delta_qoe_proxy_v1,0.0036334821778363398
61,B,0,0,1272,2033.333,2116.667,True,0.35586666666666666,0.3547535628115513,0.0011131038551153716,delta_qoe_proxy_v1,0.00369913145573254
62,B,0,0,880,2066.667,2150.0,True,0.35586666666666666,0.3547781461798992,0.0010885204867674414,delta_qoe_proxy_v1,0.003617434576572722
63,B,0,0,704,2100.0,2183.333,True,0.35586666666666666,0.35478918361058603,0.0010774830560806303,delta_qoe_proxy_v1,0.0035807543451132607
64,P,0,0,12579,2133.333,2216.667,True,0.35586666666666666,0.3540444706025977,0.0018221960640689705,delta_qoe_proxy_v1,0.00605562791659805
65,B,0,0,908,2166.667,2250.0,True,0.35586666666666666,0.3547763902250172,0.0010902764416494404,delta_qoe_proxy_v1,0.0036232700679412937
66,B,0,0,998,2200.0,2283.333,True,0.35586666666666666,0.3547707460843251,0.0010959205823415918,delta_qoe_proxy_v1,0.0036420270044831703
67,B,0,0,1241,2233.333,2316.667,True,0.35586666666666666,0.35475550690445634,0.001111159762210323,delta_qoe_proxy_v1,0.0036926707331459796
68,B,0,0,898,2266.667,2350.0,True,0.35586666666666666,0.3547770173517608,0.0010896493149058495,delta_qoe_proxy_v1,0.0036211859638810235
69,B,0,0,738,2300.0,2383.333,True,0.35586666666666666,0.3547870513796579,0.0010796152870087838,delta_qoe_proxy_v1,0.003587840298917994
70,P,0,0,12846,2333.333,2416.667,True,0.35586666666666666,0.3540277263185444,0.0018389403481222644,delta_qoe_proxy_v1,0.006111273495005323
71,B,0,0,879,2366.667,2450.0,True,0.35586666666666666,0.35477820889257355,0.00108845777409311,delta_qoe_proxy_v1,0.0036172261661667872
72,B,0,0,976,2400.0,2483.333,True,0.35586666666666666,0.354772125763161,0.0010945409035056919,delta_qoe_proxy_v1,0.0036374419755505765
73,B,0,0,1200,2433.333,2516.667,True,0.35586666666666666,0.354758078124105,0.0011085885425616837,delta_qoe_proxy_v1,0.003684125906499149
74,B,0,0,889,2466.667,2550.0,True,0.35586666666666666,0.35477758176582996,0.001089084900836701,delta_qoe_proxy_v1,0.003619310270227057
75,B,0,0,686,2500.0,2583.333,True,0.35586666666666666,0.35479031243872444,0.0010763542279422222,delta_qoe_proxy_v1,0.003577002957804959
76,P,0,0,11940,2533.333,2616.667,True,0.35586666666666666,0.35408454400151174,0.0017821226651549282,delta_qoe_proxy_v1,0.005922453667151499
77,B,0,0,791,2566.667,2650.0,True,0.35586666666666666,0.354783727607917,0.0010829390587496768,delta_qoe_proxy_v1,0.0035988860504369644
78,B,0,0,962,2600.0,2683.333,True,0.35586666666666666,0.35477300374060194,0.0010936629260647202,delta_qoe_proxy_v1,0.0036345242298663825
79,B,0,0,1284,2633.333,2716.667,True,0.35586666666666666,0.35475281025945904,0.0011138564072076251,delta_qoe_proxy_v1,0.0037016323806046796
80,B,0,0,902,2666.667,2750.0,True,0.35586666666666666,0.3547767665010634,0.0010899001656032858,delta_qoe_proxy_v1,0.0036220196055051315
81,B,0,0,715,2700.0,2783.333,True,0.35586666666666666,0.3547884937711681,0.0010781728954985526,delta_qoe_proxy_v1,0.0035830468595794652
82,P,0,0,12139,2733.333,2816.667,True,0.35586666666666666,0.3540720641793147,0.0017946024873519706,delta_qoe_proxy_v1,0.0059639273379494895
83,B,0,0,879,2766.667,2850.0,True,0.35586666666666666,0.35477820889257355,0.00108845777409311,delta_qoe_proxy_v1,0.0036172261661667872
84,B,0,0,953,2800.0,2883.333,True,0.35586666666666666,0.35477356815467115,0.0010930985119955161,delta_qoe_proxy_v1,0.0036326485362122318
85,B,0,0,1274,2833.333,2916.667,True,0.35586666666666666,0.3547534373862026,0.0011132292804640898,delta_qoe_proxy_v1,0.003699548276544594
86,B,0,0,922,2866.667,2950.0,True,0.35586666666666666,0.3547755122475762,0.0010911544190904676,delta_qoe_proxy_v1,0.0036261878136256715
87,B,0,0,745,2900.0,2983.333,True,0.35586666666666666,0.3547866123909374,0.0010800542757292697,delta_qoe_proxy_v1,0.003589299171760091
88,P,0,0,12280,2933.333,3016.667,True,0.35586666666666666,0.3540632216922304,0.0018034449744362413,delta_qoe_proxy_v1,0.005993313205198097
89,B,0,0,847,2966.667,3050.0,True,0.35586666666666666,0.354780215698153,0.0010864509685136747,delta_qoe_proxy_v1,0.0036105570331741075
90,B,0,0,1029,3000.0,3083.333,True,0.35586666666666666,0.35476880199142,0.0010978646752466403,delta_qoe_proxy_v1,0.0036484877270697305
91,B,0,0,1298,3033.333,3116.667,True,0.35586666666666666,0.354751932282018,0.0011147343846486524,delta_qoe_proxy_v1,0.003704550126289058
92,B,0,0,907,3066.667,3150.0,True,0.35586666666666666,0.35477645293769156,0.001090213728975109,delta_qoe_proxy_v1,0.0036230616575353585
93,B,0,0,768,3100.0,3183.333,True,0.35586666666666666,0.35478516999942716,0.001081496667239501,delta_qoe_proxy_v1,0.0035940926110986197
94,P,0,0,12702,3133.333,3216.667,True,0.35586666666666666,0.3540367569436518,0.0018299097230148886,delta_qoe_proxy_v1,0.006081262396538541
95,B,0,0,905,3166.667,3250.0,True,0.35586666666666666,0.3547765783630403,0.0010900883036263909,delta_qoe_proxy_v1,0.0036226448367233047
96,B,0,0,1015,3200.0,3283.333,True,0.35586666666666666,0.354769679968861,0.0010969866978056686,delta_qoe_proxy_v1,0.003645569981385537
97,B,0,0,1305,3233.333,3316.667,True,0.35586666666666666,0.3547514932932975,0.0011151733733691382,delta_qoe_proxy_v1,0.0037060089991311543
98,B,0,0,914,3266.667,3350.0,True,0.35586666666666666,0.35477601394897107,0.001090652717695595,delta_qoe_proxy_v1,0.0036245205303774555
99,B,0,0,709,3300.0,3383.333,True,0.35586666666666666,0.35478887004721427,0.001077796619452398,delta_qoe_proxy_v1,0.0035817963971433034
100,P,0,0,12781,3333.333,3416.667,True,0.35586666666666666,0.3540318026423776,0.0018348640242890624,delta_qoe_proxy_v1,0.006097726818614029
101,B,0,0,826,3366.667,3450.0,True,0.35586666666666666,0.3547815326643145,0.0010851340023521616,delta_qoe_proxy_v1,0.0036061804146476327
102,B,0,0,1013,3400.0,3483.333,True,0.35586666666666666,0.35476980539420977,0.001096861272456895,delta_qoe_proxy_v1,0.0036451531605732985
103,B,0,0,1309,3433.333,3516.667,True,0.35586666666666666,0.3547512424426001,0.0011154242240665746,delta_qoe_proxy_v1,0.0037068426407552623
104,B,0,0,898,3466.667,3550.0,True,0.35586666666666666,0.3547770173517608,0.0010896493149058495,delta_qoe_proxy_v1,0.0036211859638810235
105,B,0,0,738,3500.0,3583.333,True,0.35586666666666666,0.3547870513796579,0.0010796152870087838,delta_qoe_proxy_v1,0.003587840298917994
106,P,0,0,12742,3533.333,3616.667,True,0.35586666666666666,0.3540342484366775,0.0018324182299891412,delta_qoe_proxy_v1,0.006089598812779253
107,B,0,0,812,3566.667,3650.0,True,0.35586666666666666,0.3547824106417555,0.0010842560249111899,delta_qoe_proxy_v1,0.003603262668963439
108,B,0,0,996,3600.0,3683.333,True,0.35586666666666666,0.3547708715096738,0.0010957951569928737,delta_qoe_proxy_v1,0.0036416101836711165
109,B,0,0,1325,3633.333,3716.667,True,0.35586666666666666,0.3547502390398104,0.0011164276268562645,delta_qoe_proxy_v1,0.00371017720725151
110,B,0,0,905,3666.667,3750.0,True,0.35586666666666666,0.3547765783630403,0.0010900883036263909,delta_qoe_proxy_v1,0.0036226448367233047
111,B,0,0,769,3700.0,3783.333,True,0.35586666666666666,0.35478510728675283,0.0010815593799138323,delta_qoe_proxy_v1,0.0035943010215045545
112,P,0,0,12727,3733.333,3816.667,True,0.35586666666666666,0.3540351891267929,0.0018314775398737826,delta_qoe_proxy_v1,0.00608647265668894
113,B,0,0,853,3766.667,3850.0,True,0.35586666666666666,0.35477983942210684,0.0010868272445598293,delta_qoe_proxy_v1,0.0036118074956102697
114,B,0,0,972,3800.0,3883.333,True,0.35586666666666666,0.35477237661385835,0.001094290052808311,delta_qoe_proxy_v1,0.0036366083339266528
115,B,0,0,1530,3833.333,3916.667,True,0.35586666666666666,0.3547373829415672,0.0011292837250994614,delta_qoe_proxy_v1,0.003752901340485662
116,B,0,0,862,3866.667,3950.0,True,0.35586666666666666,0.35477927500803763,0.0010873916586290333,delta_qoe_proxy_v1,0.0036136831892644205
117,B,0,0,714,3900.0,3983.333,True,0.35586666666666666,0.35478855648384244,0.0010781101828242212,delta_qoe_proxy_v1,0.0035828384491735305
118,P,0,0,12706,3933.333,4016.667,True,0.35586666666666666,0.35403650609295434,0.001830160573712325,delta_qoe_proxy_v1,0.00608209603816265
119,B,0,0,818,3966.667,4050.0,True,0.35586666666666666,0.3547820343657093,0.0010846323009573444,delta_qoe_proxy_v1,0.003604513131399601
120,B,0,0,980,4000.0,4083.333,True,0.35586666666666666,0.35477187491246354,0.0010947917542031282,delta_qoe_proxy_v1,0.0036382756171746845
121,B,0,0,1239,4033.333,4116.6669999999995,True,0.35586666666666666,0.35475563232980506,0.001111034336861605,delta_qoe_proxy_v1,0.003692253912333926
122,B,0,0,923,4066.667,4150.0,True,0.35586666666666666,0.35477544953490187,0.001091217131764799,delta_qoe_proxy_v1,0.0036263962240316062
123,B,0,0,750,4100.0,4183.333,True,0.35586666666666666,0.3547862988275656,0.0010803678391010374,delta_qoe_proxy_v1,0.003590341223790134
124,P,0,0,12249,4133.333,4216.6669999999995,True,0.35586666666666666,0.35406516578513547,0.0018015008815311928,delta_qoe_proxy_v1,0.0059868524826115375
125,B,0,0,818,4166.667,4250.0,True,0.35586666666666666,0.3547820343657093,0.0010846323009573444,delta_qoe_proxy_v1,0.003604513131399601
126,B,0,0,979,4200.0,4283.333,True,0.35586666666666666,0.35477193762513787,0.001094729041528797,delta_qoe_proxy_v1,0.0036380672067687497
127,B,0,0,1335,4233.333,4316.6669999999995,True,0.35586666666666666,0.3547496119130668,0.0011170547535998554,delta_qoe_proxy_v1,0.00371226131131178
128,B,0,0,913,4266.667,4350.0,True,0.35586666666666666,0.35477607666164546,0.001090590005021208,delta_qoe_proxy_v1,0.0036243121199713364
129,B,0,0,767,4300.0,4383.333,True,0.35586666666666666,0.35478523271210155,0.0010814339545651142,delta_qoe_proxy_v1,0.0035938842006925007
130,P,0,0,12851,4333.333,4416.6669999999995,True,0.35586666666666666,0.3540274127551726,0.0018392539114940876,delta_qoe_proxy_v1,0.006112315547035551
131,B,0,0,764,4366.667,4450.0,True,0.35586666666666666,0.3547854208501246,0.0010812458165420646,delta_qoe_proxy_v1,0.0035932589694745117
132,B,0,0,993,4400.0,4483.333,True,0.35586666666666666,0.3547710596476969,0.0010956070189697686,delta_qoe_proxy_v1,0.0036409849524529432
133,B,0,0,1282,4433.333,4516.6669999999995,True,0.35586666666666666,0.3547529356848077,0.0011137309818589625,delta_qoe_proxy_v1,0.00370121555979281
134,B,0,0,914,4466.667,4550.0,True,0.35586666666666666,0.35477601394897107,0.001090652717695595,delta_qoe_proxy_v1,0.0036245205303774555
135,B,0,0,730,4500.0,4583.333,True,0.35586666666666666,0.35478755308105275,0.0010791135856139111,delta_qoe_proxy_v1,0.003586173015669778
136,P,0,0,12550,4533.333,4616.6669999999995,True,0.35586666666666666,0.354046289270154,0.0018203773965126402,delta_qoe_proxy_v1,0.006049584014823544
137,B,0,0,778,4566.667,4650.0,True,0.35586666666666666,0.35478454287268363,0.0010821237939830364,delta_qoe_proxy_v1,0.0035961767151587052
138,B,0,0,1004,4600.0,4683.333,True,0.35586666666666666,0.354770369808279,0.0010962968583876909,delta_qoe_proxy_v1,0.0036432774669191478
139,B,0,0,1320,4633.333,4716.6669999999995,True,0.35586666666666666,0.35475055260318217,0.0011161140634844968,delta_qoe_proxy_v1,0.0037091351552214673
140,B,0,0,889,4666.667,4750.0,True,0.35586666666666666,0.35477758176582996,0.001089084900836701,delta_qoe_proxy_v1,0.003619310270227057
141,B,0,0,667,4700.0,4783.333,True,0.35586666666666666,0.35479150397953724,0.0010751626871294273,delta_qoe_proxy_v1,0.003573043160090538
142,P,0,0,12925,4733.333,4816.6669999999995,True,0.35586666666666666,0.35402277201727017,0.0018438946493964936,delta_qoe_proxy_v1,0.006127737917080995
143,B,0,0,827,4766.667,4850.0,True,0.35586666666666666,0.3547814699516401,0.0010851967150265485,delta_qoe_proxy_v1,0.0036063888250537517
144,B,0,0,1004,4800.0,4883.333,True,0.35586666666666666,0.354770369808279,0.0010962968583876909,delta_qoe_proxy_v1,0.0036432774669191478
145,B,0,0,1306,4833.333,4916.6669999999995,True,0.35586666666666666,0.3547514305806232,0.0011152360860434696,delta_qoe_proxy_v1,0.003706217409537089
146,B,0,0,899,4866.667,4950.0,True,0.35586666666666666,0.35477695463908643,0.0010897120275802363,delta_qoe_proxy_v1,0.0036213943742871425
147,B,0,0,712,4900.0,4983.333,True,0.35586666666666666,0.35478868190919116,0.001077984757475503,delta_qoe_proxy_v1,0.0035824216283614767
148,P,0,0,13353,4933.333,5016.6669999999995,True,0.35586666666666666,0.3539959309926454,0.00187073567402124,delta_qoe_proxy_v1,0.0062169375708574165
149,B,0,0,875,4966.667,5050.0,True,0.35586666666666666,0.354778459743271,0.0010882069233956737,delta_qoe_proxy_v1,0.003616392524542679
150,B,0,0,1026,5000.0,5083.333,True,0.35586666666666666,0.3547689901294431,0.0010976765372235908,delta_qoe_proxy_v1,0.003647862495851742
151,B,0,0,1320,5033.333,5116.6669999999995,True,0.35586666666666666,0.35475055260318217,0.0011161140634844968,delta_qoe_proxy_v1,0.0037091351552214673
152,B,0,0,926,5066.667,5150.0,True,0.35586666666666666,0.35477526139687876,0.001091405269787904,delta_qoe_proxy_v1,0.0036270214552497795
153,B,0,0,768,5100.0,5183.333,True,0.35586666666666666,0.35478516999942716,0.001081496667239501,delta_qoe_proxy_v1,0.0035940926110986197
154,P,0,0,13008,5133.333,5216.6669999999995,True,0.35586666666666666,0.35401756686529856,0.0018490998013681037,delta_qoe_proxy_v1,0.0061450359807805905
155,B,0,0,928,5166.667,5250.0,True,0.35586666666666666,0.3547751359715301,0.0010915306951365666,delta_qoe_proxy_v1,0.003627438276061649
156,B,0,0,1022,5200.0,5283.333,True,0.35586666666666666,0.3547692409801405,0.0010974256865261545,delta_qoe_proxy_v1,0.003647028854227634
157,B,0,0,1345,5233.333,5316.6669999999995,True,0.35586666666666666,0.3547489847863232,0.0011176818803434463,delta_qoe_proxy_v1,0.00371434541537205
158,B,0,0,967,5266.667,5350.0,True,0.35586666666666666,0.3547726901772302,0.0010939764894364878,delta_qoe_proxy_v1,0.0036355662818964253
159,B,0,0,829,5300.0,5383.333,True,0.35586666666666666,0.3547813445262914,0.0010853221403752666,delta_qoe_proxy_v1,0.003606805645865806
160,P,0,0,12651,5333.333,5416.6669999999995,True,0.35586666666666666,0.354039955290044,0.0018267113766226584,delta_qoe_proxy_v1,0.006070633465831441
161,B,0,0,928,5366.667,5450.0,True,0.35586666666666666,0.3547751359715301,0.0010915306951365666,delta_qoe_proxy_v1,0.003627438276061649
162,B,0,0,1024,5400.0,5483.333,True,0.35586666666666666,0.3547691155547918,0.0010975511118748726,delta_qoe_proxy_v1,0.003647445675039688
163,B,0,0,1627,5433.333,5516.6669999999995,True,0.35586666666666666,0.35473129981215457,0.0011353668545120987,delta_qoe_proxy_v1,0.0037731171498696357
164,B,0,0,911,5466.667,5550.0,True,0.35586666666666666,0.3547762020869941,0.0010904645796725454,delta_qoe_proxy_v1,0.0036238952991594665
165,B,0,0,783,5500.0,5583.333,True,0.35586666666666666,0.35478422930931186,0.001082437357354804,delta_qoe_proxy_v1,0.0035972187671887484
166,P,0,0,12516,5533.333,5616.6669999999995,True,0.35586666666666666,0.3540484215010822,0.0018182451655844867,delta_qoe_proxy_v1,0.00604249806101881
167,B,0,0,871,5566.667,5650.0,True,0.35586666666666666,0.3547787105939684,0.0010879560726982374,delta_qoe_proxy_v1,0.003615558882918571
168,B,0,0,999,5600.0,5683.333,True,0.35586666666666666,0.35477068337165074,0.0010959832950159232,delta_qoe_proxy_v1,0.003642235414889105
169,B,0,0,1242,5633.333,5716.6669999999995,True,0.35586666666666666,0.354755444191782,0.0011112224748846544,delta_qoe_proxy_v1,0.0036928791435519143
170,B,0,0,913,5666.667,5750.0,True,0.35586666666666666,0.35477607666164546,0.001090590005021208,delta_qoe_proxy_v1,0.0036243121199713364
171,B,0,0,724,5700.0,5783.333,True,0.35586666666666666,0.3547879293570989,0.0010787373095677566,delta_qoe_proxy_v1,0.0035849225532336164
172,P,0,0,12601,5733.333,5816.6669999999995,True,0.35586666666666666,0.35404309092376185,0.001823575742904815,delta_qoe_proxy_v1,0.00606021294553046
173,B,0,0,851,5766.667,5850.0,True,0.35586666666666666,0.35477996484745555,0.001086701819211111,delta_qoe_proxy_v1,0.0036113906747982155
174,B,0,0,939,5800.0,5883.333,True,0.35586666666666666,0.3547744461321122,0.0010922205345544889,delta_qoe_proxy_v1,0.003629730790527854
175,B,0,0,1656,5833.333,5916.6669999999995,True,0.35586666666666666,0.35472948114459824,0.001137185522068429,delta_qoe_proxy_v1,0.003779161051644142
176,B,0,0,916,5866.667,5950.0,True,0.35586666666666666,0.35477588852362235,0.001090778143044313,delta_qoe_proxy_v1,0.0036249373511895097
177,B,0,0,817,5900.0,5983.333,True,0.35586666666666666,0.3547820970783837,0.0010845695882829576,delta_qoe_proxy_v1,0.003604304720993482
178,P,0,0,12388,5933.333,6016.6669999999995,True,0.35586666666666666,0.35405644872339986,0.0018102179432668009,delta_qoe_proxy_v1,0.006015821529048276
179,B,0,0,917,5966.667,6050.0,True,0.35586666666666666,0.354775825810948,0.0010908408557186444,delta_qoe_proxy_v1,0.0036251457615954445
180,B,0,0,1021,6000.0,6083.333,True,0.35586666666666666,0.3547693036928149,0.0010973629738517676,delta_qoe_proxy_v1,0.0036468204438215145
181,B,0,0,1330,6033.333,6116.6669999999995,True,0.35586666666666666,0.3547499254764386,0.0011167411902280877,delta_qoe_proxy_v1,0.003711219259281737
182,B,0,0,942,6066.667,6150.0,True,0.35586666666666666,0.35477425799408907,0.0010924086725775939,delta_qoe_proxy_v1,0.0036303560217460272
183,B,0,0,795,6100.0,6183.333,True,0.35586666666666666,0.35478347675721955,0.0010831899094471131,delta_qoe_proxy_v1,0.0035997196920610724
184,P,0,0,12873,6133.333,6216.6669999999995,True,0.35586666666666666,0.35402603307633673,0.001840633590329932,delta_qoe_proxy_v1,0.00611690057596796
185,B,0,0,927,6166.667,6250.0,True,0.35586666666666666,0.35477519868420443,0.0010914679824622353,delta_qoe_proxy_v1,0.0036272298656557143
