workload_kind,file_size_bytes,chunk_size_bytes,generation_gap_ms,rtt_ms,bandwidth_mbps,delayed_ack_ms,mss_bytes,nagle_penalty_factor,propagation_factor,message_size_mean,inter_arrival_time,queue_size,estimated_rtt,scenario_id,policy,resolved_batch_bytes,resolved_flush_interval_ms,latency_mean_ms,latency_p95_ms,throughput_mbps,goodput_bytes,flush_count,syscall_count,mean_batch_size_bytes,mean_queue_size_bytes,max_queue_size_bytes,mean_elapsed_time_since_last_flush_ms,deadline_miss_ms_sum,late_frame_ratio,keyframe_late_ratio,decodable_gop_ratio,useful_goodput_bytes,best_fixed_score_gap,batch_bytes,flush_interval_ms,trace_csv_path,playback_buffer_ms,loop_count,trace_name,mean_frame_bytes,p95_frame_bytes,frame_interval_ms,keyframe_interval_frames,i_ratio,p_ratio,b_ratio,throughput_mbps_score,goodput_bytes_score,latency_p95_ms_score,flush_count_score,objective_score,decodable_gop_ratio_score,late_frame_ratio_score,keyframe_late_ratio_score,useful_goodput_bytes_score
static_file,16777216.0,16384.0,0.05,10.0,5.0,10.0,1460.0,0.25,0.5,16384.0,0.05,3276800.0,10.0,static_16777216_16384_10_5_10,fixed_hybrid,65536.0,1.0,14091.276599999965,26740.22825999989,4.772407222328225,16777216.0,256,256,65536.0,40960.0,65536.0,0.075,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,16384.0,0.05,10.0,5.0,40.0,1460.0,0.25,0.5,16384.0,0.05,3276800.0,10.0,static_16777216_16384_10_5_40,fixed_hybrid,65536.0,1.0,14091.276599999965,26740.22825999989,4.772407222328225,16777216.0,256,256,65536.0,40960.0,65536.0,0.075,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,16384.0,0.05,50.0,20.0,10.0,1460.0,0.25,0.5,16384.0,0.05,16384000.0,50.0,static_16777216_16384_50_20_10,fixed_hybrid,65536.0,1.0,6555.625400000003,12440.08394000004,10.23700368950234,16777216.0,256,256,65536.0,40960.0,65536.0,0.075,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,16384.0,0.05,50.0,20.0,40.0,1460.0,0.25,0.5,16384.0,0.05,16384000.0,50.0,static_16777216_16384_50_20_40,fixed_hybrid,65536.0,1.0,6555.625400000003,12440.08394000004,10.23700368950234,16777216.0,256,256,65536.0,40960.0,65536.0,0.075,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,16384.0,0.05,50.0,5.0,10.0,1460.0,0.25,0.5,16384.0,0.05,16384000.0,50.0,static_16777216_16384_50_5_10,fixed_hybrid,65536.0,1.0,16661.27659999996,31617.228259999883,4.037388911718961,16777216.0,256,256,65536.0,40960.0,65536.0,0.075,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,16384.0,0.05,50.0,5.0,40.0,1460.0,0.25,0.5,16384.0,0.05,16384000.0,50.0,static_16777216_16384_50_5_40,fixed_hybrid,65536.0,1.0,16661.27659999996,31617.228259999883,4.037388911718961,16777216.0,256,256,65536.0,40960.0,65536.0,0.075,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,10.0,20.0,10.0,1460.0,0.25,0.5,4096.0,0.05,819200.0,10.0,static_16777216_4096_10_20_10,fixed_hybrid,65536.0,1.0,3909.42539999999,7422.026099999974,16.794774096579328,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,10.0,20.0,40.0,1460.0,0.25,0.5,4096.0,0.05,819200.0,10.0,static_16777216_4096_10_20_40,fixed_hybrid,65536.0,1.0,3909.42539999999,7422.026099999974,16.794774096579328,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,10.0,5.0,10.0,1460.0,0.25,0.5,4096.0,0.05,819200.0,10.0,static_16777216_4096_10_5_10,fixed_hybrid,65536.0,1.0,14015.076599999966,26610.9668999999,4.7723054084241845,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,10.0,5.0,40.0,1460.0,0.25,0.5,4096.0,0.05,819200.0,10.0,static_16777216_4096_10_5_40,fixed_hybrid,65536.0,1.0,14015.076599999966,26610.9668999999,4.7723054084241845,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,50.0,20.0,10.0,1460.0,0.25,0.5,4096.0,0.05,4096000.0,50.0,static_16777216_4096_50_20_10,fixed_hybrid,65536.0,1.0,6479.425400000002,12302.026100000046,10.236535235220483,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,50.0,20.0,40.0,1460.0,0.25,0.5,4096.0,0.05,4096000.0,50.0,static_16777216_4096_50_20_40,fixed_hybrid,65536.0,1.0,6479.425400000002,12302.026100000046,10.236535235220483,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,50.0,5.0,10.0,1460.0,0.25,0.5,4096.0,0.05,4096000.0,50.0,static_16777216_4096_50_5_10,fixed_hybrid,65536.0,1.0,16585.07659999996,31490.966899999894,4.037316044079467,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
static_file,16777216.0,4096.0,0.05,50.0,5.0,40.0,1460.0,0.25,0.5,4096.0,0.05,4096000.0,50.0,static_16777216_4096_50_5_40,fixed_hybrid,65536.0,1.0,16585.07659999996,31490.966899999894,4.037316044079467,16777216.0,256,256,65536.0,34816.0,65536.0,0.37499999999999994,0.0,0.0,0.0,0.0,16777216.0,0.0,65536,1.0,,,,,,,,,,,,1.0,0.5,1.0,1.0,0.8750000000000001,,,,
video_stream_trace,,,,10.0,20.0,10.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_33_1_10_20_10,fixed_hybrid,512.0,0.0,8.336865999999997,10.13849999999984,0.7742528571510221,965199.0,300,300,3217.33,3217.33,89287.0,0.0,0.0,0.0,0.0,1.0,965199.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,10.0,20.0,40.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_33_1_10_20_40,fixed_hybrid,512.0,0.0,8.336865999999997,10.13849999999984,0.7742528571510221,965199.0,300,300,3217.33,3217.33,89287.0,0.0,0.0,0.0,0.0,1.0,965199.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,10.0,5.0,10.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_33_1_10_5_10,fixed_hybrid,512.0,0.0,14.017443333333373,26.01063999999998,0.7739520599468669,965199.0,300,300,3217.33,3217.33,89287.0,0.0,288.90260000000404,0.023333333333333334,1.0,0.0,795658.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.7441935829091614,0.5,0.9787234042553191,0.5,0.9967515456355444
video_stream_trace,,,,10.0,5.0,40.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_33_1_10_5_40,fixed_hybrid,512.0,0.0,14.017443333333373,26.01063999999998,0.7739520599468669,965199.0,300,300,3217.33,3217.33,89287.0,0.0,288.90260000000404,0.023333333333333334,1.0,0.0,795658.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.7441935829091614,0.5,0.9787234042553191,0.5,0.9967515456355444
video_stream_trace,,,,50.0,20.0,10.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_33_1_50_20_10,fixed_hybrid,1460.0,50.0,44.536056666666674,63.800459999999745,0.7726691152559221,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,153.12499999999784,0.02666666666666667,0.0,1.0,960824.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,1.0,1.0,1.0,1.0,1.0
video_stream_trace,,,,50.0,20.0,40.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_33_1_50_20_40,fixed_hybrid,1460.0,50.0,44.68605666666667,63.800459999999745,0.7726691152559221,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,173.12499999999784,0.02666666666666667,0.0,1.0,960824.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,1.0,1.0,1.0,1.0,1.0
video_stream_trace,,,,50.0,5.0,10.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_33_1_50_5_10,fixed_hybrid,1460.0,50.0,53.62147066666674,86.62487999999996,0.7722672092918916,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,1396.498000000011,0.19333333333333333,1.0,0.0,757923.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,50.0,5.0,40.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_33_1_50_5_40,fixed_hybrid,1460.0,50.0,53.87147066666674,89.33608000000001,0.7722672092918916,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,1446.498000000011,0.19333333333333333,1.0,0.0,757923.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,33.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,10.0,20.0,10.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_50_1_10_20_10,fixed_hybrid,512.0,0.0,8.336865999999997,10.13849999999984,0.7742528571510221,965199.0,300,300,3217.33,3217.33,89287.0,0.0,0.0,0.0,0.0,1.0,965199.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.55,0.5,0.5,0.5,0.5
video_stream_trace,,,,10.0,20.0,40.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_50_1_10_20_40,fixed_hybrid,512.0,0.0,8.336865999999997,10.13849999999984,0.7742528571510221,965199.0,300,300,3217.33,3217.33,89287.0,0.0,0.0,0.0,0.0,1.0,965199.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.55,0.5,0.5,0.5,0.5
video_stream_trace,,,,10.0,5.0,10.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_50_1_10_5_10,fixed_hybrid,512.0,0.0,14.017443333333373,26.01063999999998,0.7739520599468669,965199.0,300,300,3217.33,3217.33,89287.0,0.0,184.47100000000287,0.016666666666666666,1.0,0.0,796986.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,10.0,5.0,40.0,1460.0,0.25,0.5,,,,10.0,video_bbb_720p_trace_50_1_10_5_40,fixed_hybrid,512.0,0.0,14.017443333333373,26.01063999999998,0.7739520599468669,965199.0,300,300,3217.33,3217.33,89287.0,0.0,184.47100000000287,0.016666666666666666,1.0,0.0,796986.0,0.0,512,0.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,50.0,20.0,10.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_50_1_50_20_10,fixed_hybrid,1460.0,50.0,44.536056666666674,63.800459999999745,0.7726691152559221,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,17.124999999997854,0.02666666666666667,0.0,1.0,960824.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,1.0,1.0,1.0,1.0,1.0
video_stream_trace,,,,50.0,20.0,40.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_50_1_50_20_40,fixed_hybrid,1460.0,50.0,44.68605666666667,63.800459999999745,0.7726691152559221,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,37.124999999997854,0.02666666666666667,0.0,1.0,960824.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,1.0,1.0,1.0,1.0,1.0
video_stream_trace,,,,50.0,5.0,10.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_50_1_50_5_10,fixed_hybrid,1460.0,50.0,53.62147066666674,86.62487999999996,0.7722672092918916,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,617.9442000000088,0.06,1.0,0.0,788611.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
video_stream_trace,,,,50.0,5.0,40.0,1460.0,0.25,0.5,,,,50.0,video_bbb_720p_trace_50_1_50_5_40,fixed_hybrid,1460.0,50.0,53.87147066666674,89.33608000000001,0.7722672092918916,965199.0,158,158,6108.854430379747,3645.32,89287.0,15.777783333333339,662.9442000000088,0.06,1.0,0.0,788611.0,0.0,1460,50.0,C:\git\network\data\video-traces\bbb_720p_trace.csv,50.0,1.0,bbb_720p_trace,3217.33,12781.85,33.333,250.0,0.006666666666666667,0.17,0.8233333333333334,,,1.0,,0.75,0.5,1.0,0.5,1.0
