content_type,file_size_bytes,chunk_size_bytes,message_size_bytes,interarrival_ms,change_rate,freshness_budget_ms,rtt_ms,bandwidth_mbps,delayed_ack_ms,generation_gap_ms,sample_messages,message_size,inter_arrival_time,queue_size,elapsed_time_since_last_flush,estimated_rtt,scenario_id,policy,resolved_batch_bytes,resolved_flush_interval_ms,latency_mean_ms,latency_p95_ms,throughput_mbps,goodput_bytes,flush_count,syscall_count,mean_batch_size_bytes,mean_queue_size_bytes,max_queue_size_bytes,mean_elapsed_time_since_last_flush_ms,staleness_penalty,batch_bytes,flush_interval_ms,throughput_mbps_score,latency_p95_ms_score,syscall_count_score,staleness_penalty_score,objective_score
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_10,fixed_batch,2048,2.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,20.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_20_40,fixed_batch,2048,2.0,5.844200000000015,5.869200000000092,162.69422906940036,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,5.0,10.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_5_10,fixed_batch,2048,2.0,8.301799999999986,8.326800000000048,162.21099920863088,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,10,5.0,40.0,0.05,240,1024.0,0.05,204800.0,0.05,10.0,static_1024_10_5_40,fixed_batch,2048,2.0,8.301799999999986,8.326800000000048,162.21099920863088,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,20.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_20_10,fixed_batch,2048,2.0,25.844200000000015,25.86920000000009,158.84333772165897,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,20.0,40.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_20_40,fixed_batch,2048,2.0,25.844200000000015,25.86920000000009,158.84333772165897,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,10.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_10,fixed_batch,2048,2.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,1024.0,,,low,0.0,50,5.0,40.0,0.05,240,1024.0,0.05,1024000.0,0.05,50.0,static_1024_50_5_40,fixed_batch,2048,2.0,28.301799999999986,28.32680000000005,158.38268036838105,16777216.0,8192,8192,2048.0,1536.0,2048.0,0.025,0.0,2048,2.0,1.0,1.0,0.5079365079365079,0.5,0.8761904761904762
static_file,16777216.0,16384.0,,,low,0.0,10,20.0,10.0,0.05,240,16384.0,0.05,3276800.0,0.05,10.0,static_16384_10_20_10,fixed_batch,512,0.0,11.5536,11.553600000000003,2140.5107202776235,16777216.0,1024,1024,16384.0,16384.0,16384.0,0.0,0.0,512,0.0,1.0,1.0,0.0,0.5,0.8
static_file,16777216.0,16384.0,,,low,0.0,10,20.0,40.0,0.05,240,16384.0,0.05,3276800.0,0.05,10.0,static_16384_10_20_40,fixed_batch,512,0.0,11.5536,11.553600000000003,2140.5107202776235,16777216.0,1024,1024,16384.0,16384.0,16384.0,0.0,0.0,512,0.0,1.0,1.0,0.0,0.5,0.8
