experiment_start_time_ns,video_name,policy_name,frame_index,frame_type,key_frame,gop_id,payload_bytes,frame_pts_ms,display_deadline_ms,selected_action_name,transport_protocol,send_start_time_ns,dropped_by_policy
6946404815031,archive_popeye_512kb,frame_action_single_path,0,I,1,0,616,0.0,83.367,RELIABLE_SINGLE,tcp,6946404870031,False
6946404815031,archive_popeye_512kb,frame_action_single_path,1,P,0,0,175,33.367,116.734,RELIABLE_SINGLE,tcp,6946438325064,False
6946404815031,archive_popeye_512kb,frame_action_single_path,2,P,0,0,95,66.733,150.1,RELIABLE_SINGLE,tcp,6946471631231,False
6946404815031,archive_popeye_512kb,frame_action_single_path,3,P,0,0,70,100.1,183.467,RELIABLE_SINGLE,tcp,6946504990931,False
6946404815031,archive_popeye_512kb,frame_action_single_path,4,P,0,0,123,133.467,216.834,RELIABLE_SINGLE,tcp,6946538361631,False
6946404815031,archive_popeye_512kb,frame_action_single_path,5,P,0,0,103,166.834,250.201,RELIABLE_SINGLE,tcp,6946571719406,False
6946404815031,archive_popeye_512kb,frame_action_single_path,6,P,0,0,132,200.2,283.567,RELIABLE_SINGLE,tcp,6946605109081,False
6946404815031,archive_popeye_512kb,frame_action_single_path,7,P,0,0,61,233.567,316.934,RELIABLE_SINGLE,tcp,6946638451089,False
6946404815031,archive_popeye_512kb,frame_action_single_path,8,P,0,0,56,266.934,350.301,RELIABLE_SINGLE,tcp,6946671827931,False
6946404815031,archive_popeye_512kb,frame_action_single_path,9,P,0,0,54,300.3,383.667,RELIABLE_SINGLE,tcp,6946705210822,False
6946404815031,archive_popeye_512kb,frame_action_single_path,10,P,0,0,87,333.667,417.034,RELIABLE_SINGLE,tcp,6946738558789,False
6946404815031,archive_popeye_512kb,frame_action_single_path,11,P,0,0,64,367.034,450.401,RELIABLE_SINGLE,tcp,6946771954330,False
6946404815031,archive_popeye_512kb,frame_action_single_path,12,I,1,1,599,400.4,483.767,RELIABLE_SINGLE,tcp,6946805286530,False
6946404815031,archive_popeye_512kb,frame_action_single_path,13,P,0,1,105,433.767,517.134,RELIABLE_SINGLE,tcp,6946838658605,False
6946404815031,archive_popeye_512kb,frame_action_single_path,14,P,0,1,68,467.134,550.501,RELIABLE_SINGLE,tcp,6946872099705,False
6946404815031,archive_popeye_512kb,frame_action_single_path,15,P,0,1,35,500.501,583.868,RELIABLE_SINGLE,tcp,6946905395972,False
6946404815031,archive_popeye_512kb,frame_action_single_path,16,P,0,1,88,533.867,617.234,RELIABLE_SINGLE,tcp,6946938763647,False
6946404815031,archive_popeye_512kb,frame_action_single_path,17,P,0,1,142,567.234,650.601,RELIABLE_SINGLE,tcp,6946972132605,False
6946404815031,archive_popeye_512kb,frame_action_single_path,18,P,0,1,29,600.601,683.968,RELIABLE_SINGLE,tcp,6947005500280,False
6946404815031,archive_popeye_512kb,frame_action_single_path,19,P,0,1,38,633.967,717.334,RELIABLE_SINGLE,tcp,6947038897014,False
6946404815031,archive_popeye_512kb,frame_action_single_path,20,P,0,1,98,667.334,750.701,RELIABLE_SINGLE,tcp,6947072242505,False
6946404815031,archive_popeye_512kb,frame_action_single_path,21,P,0,1,26,700.701,784.068,RELIABLE_SINGLE,tcp,6947105593039,False
6946404815031,archive_popeye_512kb,frame_action_single_path,22,P,0,1,47,734.067,817.434,RELIABLE_SINGLE,tcp,6947138985830,False
6946404815031,archive_popeye_512kb,frame_action_single_path,23,P,0,1,43,767.434,850.801,RELIABLE_SINGLE,tcp,6947172320322,False
6946404815031,archive_popeye_512kb,frame_action_single_path,24,I,1,2,459,800.801,884.168,RELIABLE_SINGLE,tcp,6947205690105,False
6946404815031,archive_popeye_512kb,frame_action_single_path,25,P,0,2,133,834.168,917.535,RELIABLE_SINGLE,tcp,6947239064013,False
6946404815031,archive_popeye_512kb,frame_action_single_path,26,P,0,2,218,867.534,950.901,RELIABLE_SINGLE,tcp,6947272441038,False
6946404815031,archive_popeye_512kb,frame_action_single_path,27,P,0,2,112,900.901,984.268,RELIABLE_SINGLE,tcp,6947305805597,False
6946404815031,archive_popeye_512kb,frame_action_single_path,28,P,0,2,49,934.268,1017.635,RELIABLE_SINGLE,tcp,6947339153105,False
6946404815031,archive_popeye_512kb,frame_action_single_path,29,P,0,2,52,967.634,1051.001,RELIABLE_SINGLE,tcp,6947372528847,False
6946404815031,archive_popeye_512kb,frame_action_single_path,30,P,0,2,52,1001.001,1084.368,RELIABLE_SINGLE,tcp,6947405896705,False
6946404815031,archive_popeye_512kb,frame_action_single_path,31,P,0,2,220,1034.368,1117.735,RELIABLE_SINGLE,tcp,6947439252372,False
6946404815031,archive_popeye_512kb,frame_action_single_path,32,P,0,2,499,1067.734,1151.101,RELIABLE_SINGLE,tcp,6947472669638,False
6946404815031,archive_popeye_512kb,frame_action_single_path,33,P,0,2,457,1101.101,1184.468,RELIABLE_SINGLE,tcp,6947505994322,False
6946404815031,archive_popeye_512kb,frame_action_single_path,34,P,0,2,398,1134.468,1217.835,RELIABLE_SINGLE,tcp,6947539374005,False
6946404815031,archive_popeye_512kb,frame_action_single_path,35,P,0,2,286,1167.835,1251.202,RELIABLE_SINGLE,tcp,6947572748188,False
6946404815031,archive_popeye_512kb,frame_action_single_path,36,I,1,3,2856,1201.201,1284.568,RELIABLE_SINGLE,tcp,6947606107705,False
6946404815031,archive_popeye_512kb,frame_action_single_path,37,P,0,3,1205,1234.568,1317.935,RELIABLE_SINGLE,tcp,6947639482988,False
6946404815031,archive_popeye_512kb,frame_action_single_path,38,P,0,3,788,1267.935,1351.302,RELIABLE_SINGLE,tcp,6947672867255,False
6946404815031,archive_popeye_512kb,frame_action_single_path,39,P,0,3,1413,1301.301,1384.668,RELIABLE_SINGLE,tcp,6947706304046,False
6946404815031,archive_popeye_512kb,frame_action_single_path,40,P,0,3,888,1334.668,1418.035,RELIABLE_SINGLE,tcp,6947739561355,False
6946404815031,archive_popeye_512kb,frame_action_single_path,41,P,0,3,2018,1368.035,1451.402,RELIABLE_SINGLE,tcp,6947772927746,False
6946404815031,archive_popeye_512kb,frame_action_single_path,42,P,0,3,2079,1401.401,1484.768,RELIABLE_SINGLE,tcp,6947806312563,False
6946404815031,archive_popeye_512kb,frame_action_single_path,43,P,0,3,1638,1434.768,1518.135,RELIABLE_SINGLE,tcp,6947839687296,False
6946404815031,archive_popeye_512kb,frame_action_single_path,44,P,0,3,2116,1468.135,1551.502,RELIABLE_SINGLE,tcp,6947873036363,False
6946404815031,archive_popeye_512kb,frame_action_single_path,45,P,0,3,1642,1501.502,1584.869,RELIABLE_SINGLE,tcp,6947906394688,False
6946404815031,archive_popeye_512kb,frame_action_single_path,46,P,0,3,2168,1534.868,1618.235,RELIABLE_SINGLE,tcp,6947939779138,False
6946404815031,archive_popeye_512kb,frame_action_single_path,47,P,0,3,1700,1568.235,1651.602,RELIABLE_SINGLE,tcp,6947973131413,False
6946404815031,archive_popeye_512kb,frame_action_single_path,48,I,1,4,5770,1601.602,1684.969,RELIABLE_SINGLE,tcp,6948006492580,False
6946404815031,archive_popeye_512kb,frame_action_single_path,49,P,0,4,1524,1634.968,1718.335,RELIABLE_SINGLE,tcp,6948039899213,False
6946404815031,archive_popeye_512kb,frame_action_single_path,50,P,0,4,1577,1668.335,1751.702,RELIABLE_SINGLE,tcp,6948073243329,False
6946404815031,archive_popeye_512kb,frame_action_single_path,51,P,0,4,1848,1701.702,1785.069,RELIABLE_SINGLE,tcp,6948106637221,False
6946404815031,archive_popeye_512kb,frame_action_single_path,52,P,0,4,1716,1735.068,1818.435,RELIABLE_SINGLE,tcp,6948139980879,False
6946404815031,archive_popeye_512kb,frame_action_single_path,53,P,0,4,2360,1768.435,1851.802,RELIABLE_SINGLE,tcp,6948173329396,False
6946404815031,archive_popeye_512kb,frame_action_single_path,54,P,0,4,2301,1801.802,1885.169,RELIABLE_SINGLE,tcp,6948206732546,False
6946404815031,archive_popeye_512kb,frame_action_single_path,55,P,0,4,1683,1835.169,1918.536,RELIABLE_SINGLE,tcp,6948240093254,False
6946404815031,archive_popeye_512kb,frame_action_single_path,56,P,0,4,2458,1868.535,1951.902,RELIABLE_SINGLE,tcp,6948273429763,False
6946404815031,archive_popeye_512kb,frame_action_single_path,57,P,0,4,1676,1901.902,1985.269,RELIABLE_SINGLE,tcp,6948306822463,False
6946404815031,archive_popeye_512kb,frame_action_single_path,58,P,0,4,2007,1935.269,2018.636,RELIABLE_SINGLE,tcp,6948340181246,False
